Name,Year,Gender Guesser,Genderizer,Confirmed
John Bardeen,1976,male,male,male
Kenneth Joseph Arrow,1976,male,male,male
Daniel Aaron,1976,male,male,male
Eugene Percival Pendergrass,1977,male,male,male
Saunders Maclane,1977,unknown,unknown,male
Eleanor Biddle Lloyd,1977,female,female,female
Hubert Horatio Humphrey,1977,male,male,male
Ernst Hans Josef Gombrich,1977,male,male,male
Gwendolyn Brooks,1977,female,female,female
Robert Orville Anderson,1977,male,male,male
John Haines III Ware,1978,male,male,male
Harold Glendon Scheie,1978,male,male,male
Gordon Norton Ray,1978,male,male,male
Wilton Marion Krogman,1978,male,male,male
Theodore Martin Hesburgh,1978,male,male,male
Patricia Roberts Harris,1978,female,female,female
Louis Irwin Grossman,1978,male,male,male
Henry Maurice Goldman,1978,male,male,male
Hans Frauenfelder,1978,male,male,male
Robert Frank,1978,male,male,male
Pierre Emmanuel,1978,male,male,male
Clifton Orrin Dummett,1978,male,male,male
Julius Hiram Comroe Jr.,1978,male,male,male
Lester William Burket,1978,male,male,male
Art Buchwald,1978,male,male,male
Jacqueline Grennan Wexler,1979,female,female,female
Garry Trudeau,1979,male,male,male
Robert King Merton,1979,male,male,male
Wade Hampton Mccree,1979,male,male,male
Charles Brelsford Mccoy,1979,male,male,male
Joshua Lederberg,1979,male,male,male
William Theodore Golden,1979,male,male,male
Ruth Josephine Dean,1979,female,female,female
Chien-Shiung Wu,1980,unknown,unknown,female
Robert Venturi,1980,male,male,male
James Albert Michener,1980,male,male,male
Jerre Gerlando Mangione,1980,unknown,unknown,male
Sol Myron Linowitz,1980,female,unknown,male
Reginald Harold Jones,1980,male,male,male
Nnamdi Azikiwe,1980,unknown,male,male
The Lord Annan,1980,mostly_female,unknown,male
Charles Samuel Addams,1980,male,male,male
Elmer Boyd Staats,1981,male,male,male
Francis Otto Schmitt,1981,male,unknown,male
Lyman Cunningham Ogilby,1981,male,male,male
Sybil Collins Mobley,1981,female,female,female
Paul Fetterolf Miller Jr.,1981,male,male,male
Robert Strange Mcnamara,1981,male,male,male
Stella Kramrisch,1981,female,female,female
Vernon Eulion Jordan Jr.,1981,male,male,male
John Hope Franklin,1981,male,male,male
Peter Ferdinand Drucker,1981,male,male,male
Comer Vann Woodward,1982,unknown,unknown,male
Edwin 2nd Wolf,1982,male,male,male
Torsten Nils Wiesel,1982,male,male,male
Robert Lincoln Trescher,1982,male,male,male
Charles Louis Schepens,1982,male,male,male
Arnall Patz,1982,unknown,unknown,male
Es'kia Mphalele,1982,unknown,unknown,male
Carl Kupfer,1982,male,male,male
Nelson Goodman,1982,male,male,male
E. Jules Francois,1982,unknown,unknown,male
Helen Octavia Dickens,1982,female,female,female
Sterling Allan Brown,1982,male,male,male
Esmond Wright,1983,male,male,male
Jerome Bert Wiesner,1983,male,male,male
Isaac Starr,1983,male,male,male
Glenn Theodore Seaborg,1983,male,unknown,male
Jessie May Scott,1983,female,unknown,female
Charles Coale Price,1983,male,male,male
Chaim Potok,1983,male,male,male
Sir George Porter,1983,unknown,unknown,male
Fritz Otto Haas,1983,male,male,male
Ellen Holtz Goodman,1983,female,unknown,female
Shelomo Dov Goitein,1983,unknown,unknown,male
Norman Christopher Francis,1983,male,male,male
Ansley Johnson Coale,1983,female,female,female
Henry Martyn II Chance,1983,male,male,male
John Harrison Burnett,1983,male,male,male
Nochem Samuel Winnet,1984,unknown,unknown,male
André Watts,1984,unknown,male,male
Otto Springer,1984,male,male,male
Ernest Jackson Lawson Soulsby,1984,male,male,male
Andrei Dmitriyevich Sakharov,1984,male,male,male
Margaret McGrath Rockefeller,1984,female,female,female
Theodora Ayer Randolph,1984,female,female,female
Benjamin Quarles,1984,male,male,male
Ruth Patrick,1984,female,female,female
Susumu Ohno,1984,male,male,male
John Brown Neff,1984,male,male,male
Arthur Asher Miller,1984,male,male,male
Charles Poor 2nd Kindleberger,1984,male,male,male
Ainsley Iggo,1984,andy,unknown,male
Sir Andrew Fielding Huxley,1984,unknown,unknown,male
Carolyn G. Heilbrun,1984,female,female,female
W. Wilson Goode,1984,unknown,unknown,male
Rudolf Fankhauser,1984,male,male,male
John Whiley Eckman,1984,male,male,male
Fitz Eugene Dixon Jr.,1984,unknown,male,male
Mildred Cohn,1984,female,female,female
Avram Noam Chomsky,1984,male,male,male
Roger Andrew Caras,1984,male,male,male
August Adolphus III Busch,1984,male,male,male
Edmund Norwood Bacon,1984,male,male,male
Mark Whittier Allam,1984,male,male,male
Frederick Seitz,1985,male,male,male
Thelma Mermelstein Schorr,1985,female,female,female
Roland Walter Schmitt,1985,male,male,male
Henry Salvatori,1985,male,male,male
David Elliott Rogers,1985,male,male,male
George Rochberg,1985,male,unknown,male
Hilary Whitehall Putnam,1985,female,female,female
George Almon Munger,1985,male,unknown,male
Mary Patterson McPherson,1985,mostly_female,unknown,female
Margaret Redfield Mainwaring,1985,female,female,female
Ruth Watson Lubic,1985,female,female,female
Harold Lewis,1985,male,male,male
Donald Newton Langenberg,1985,male,male,male
Thomas Adeoye Lambo,1985,male,male,male
Katherine Anne Kendall,1985,female,female,female
Danny Kaye,1985,male,unknown,male
Samuel Eilenberg,1985,male,male,male
Marian Wright Edelman,1985,male,male,male
Edward Emil David Jr.,1985,male,male,male
Britton Chance,1985,male,male,male
Lillian Sholtis Brunner,1985,female,female,female
Leonore Annenberg,1985,female,female,female
John Edgar Wideman,1986,male,male,male
Lawrence Stone,1986,male,male,male
Herman Paul Schwan,1986,male,male,male
Allen Newell,1986,male,male,male
Estée Lauder,1986,unknown,unknown,female
Donald Ervin Knuth,1986,male,male,male
Richard Manning Karp,1986,male,male,male
Charles Antony Richard Hoare,1986,male,male,male
Athol Harold Lanigan Fugard,1986,male,male,male
Rebecca Jean Brownlee,1986,female,female,female
Michael Stuart Brown,1986,male,male,male
Julius Axelrod,1986,male,male,male
David Mackenzie Wilson,1987,male,male,male
Robert Bocking Stevens,1987,male,male,male
Erica Reiner,1987,female,female,female
Riccardo Muti,1987,male,male,male
Machteld Johanna Mellink,1987,female,female,female
Floyd Glenn Lounsbury,1987,male,male,male
Bernard Lewis,1987,male,male,male
Margaret Eliza Kuhn,1987,female,female,female
Edgar Kaufmann Jr.,1987,male,male,male
Kent Vaughn Flannery,1987,male,male,male
Thomas Ehrlich,1987,male,male,male
Robert Austrian,1987,male,male,male
Patricia Scott Schroeder,1988,female,female,female
Chloe Anthony Morrison,1988,female,female,female
Henry Max Hoenigswald,1988,male,male,male
Vartan Gregorian,1988,male,male,male
William Herbert III Gray,1988,male,male,male
Charles Denston Dickey Jr.,1988,male,male,male
Anne D'Harnoncourt (Rishel),1988,female,unknown,female
Ornette Coleman,1988,unknown,unknown,male
Joseph William Burk,1988,male,male,male
Mike Wallace,1989,male,unknown,male
Janet Davison Rowley,1989,female,female,female
Arnold Seymour Relman,1989,male,male,male
Ruth Wright Hayre,1989,female,female,female
Edward Digby Baltzell,1989,male,male,male
Tatyana Ivanovna Zaslavskaya,1990,female,female,female
Faye Wattleton,1990,female,female,female
Sir David Cecil Smith,1990,unknown,unknown,male
Sir Peter Shepheard,1990,unknown,unknown,male
Akio Morita,1990,male,male,male
Charles Everett Koop,1990,male,male,male
Lawrence Halprin,1990,male,male,male
Jane Goodall,1990,female,male,female
Izrael Moiseevich Gelfand,1990,unknown,unknown,male
Joseph Esherick,1990,male,male,male
Balkrishna Vithaldos Doshi,1990,unknown,unknown,male
Raymond Davis Jr.,1990,male,male,male
William Henry Cosby Jr. (stricken),1990,male,male,male
Barbara Pierce Bush,1990,female,female,female
Baruch Samuel Blumberg,1990,male,male,male
Charles Samuel Wolf,1991,male,male,male
Rebecca Pepper Sinkler,1991,female,female,female
Claude E. Shannon,1991,mostly_male,unknown,male
James Bennett Pritchard,1991,male,male,male
Turgut Ozal,1991,male,male,male
Ted Koppel,1991,male,male,male
Judith Jamison,1991,female,female,female
Stephen Jay Gould,1991,male,male,male
Arthur Ross,1992,male,male,male
Arno A. Penzias,1992,male,male,male
Ismail Mahomed,1992,male,male,male
Chen Fu Koo,1992,andy,unknown,male
Natalie Zemon Davis,1992,female,female,female
James P. Comer,1992,male,male,male
John R. Casani,1992,male,male,male
Rupert E. Billingham,1992,male,male,male
Candice Bergen,1992,female,female,female
K. Jon Barwise,1992,unknown,unknown,male
William Julius Wilson,1993,male,male,male
Ralph Landau,1993,male,male,male
Lucy Judkins Durr Hackney,1993,female,female,female
Francis Sheldon Hackney,1993,male,unknown,male
Alfred Gellhorn,1993,male,male,male
Hillary Rodham Clinton,1993,female,female,female
Jeanne Quint Benoliel,1993,female,female,female
Miriam Ben-Porat,1993,female,female,female
Philip V. Tobias,1994,unknown,male,male
Samuel O. Thier,1994,male,male,male
Denise Scott Brown,1994,female,female,female
Mary Ellen Mark,1994,mostly_female,unknown,female
Claire M. Fagin,1994,female,female,female
Henry G. Cisneros,1994,male,male,male
Gloria Twine Chisum,1994,female,female,female
Donald M. Stewart,1995,male,male,male
Alvin Varner Shoemaker,1995,male,male,male
Emmanuel Le Roy Ladurie,1995,male,male,male
Harry Barkus Gray,1995,male,male,male
Mary Maples Dunn,1995,mostly_female,unknown,female
Stanley Norman Cohen,1995,male,male,male
Jane Alexander,1995,female,male,male
Maurice Wilkes,1996,male,male,male
Nabeel Sha'Ath,1996,male,male,male
Arnold J. Levine,1996,male,male,male
Jon M. Huntsman,1996,male,male,male
Moshe Greenberg,1996,male,male,male
Helen Frankenthaler,1996,female,female,female
Rita Dove,1996,female,female,female
Tom Brokaw,1996,male,male,male
Ahmed H. Zewail,1997,male,male,male
Charles Kaufman II Williams,1997,male,male,male
Simone Veil,1997,female,male,female
Louis Sokoloff,1997,male,male,male
Richard A. Posner,1997,male,male,male
Gary Graffman,1997,male,male,male
William H. Danforth,1997,male,male,male
Shirley Sears Chater,1997,female,unknown,female
Stanley B. Prusiner,1998,male,male,male
Jessye Norman,1998,female,female,female
Alan Greenspan,1998,male,male,male
Frank Moore Cross,1998,male,male,male
Francis S. Collins,1998,male,unknown,male
Jimmy Carter,1998,male,male,male
Arlin M. Adams,1998,male,male,male
P. Roy Vagelos,1999,unknown,unknown,male
Earl Reece Stadtman,1999,male,male,male
Robert E. Rubin,1999,male,male,male
Gerda Lerner,1999,female,female,female
Billie Jean King,1999,mostly_female,unknown,female
Isabella Lugoski Karle,1999,female,female,female
Edward G. Rendell,2000,male,male,male
Wynton Marsalis,2000,unknown,unknown,male
Seamus Heaney,2000,male,male,male
Ronald Dworkin,2000,male,male,male
Mary Douglas,2000,mostly_female,unknown,female
John N. Bahcall,2000,male,male,male
Ruth J. Simmons,2001,female,female,female
John S. McCain,2001,male,male,male
Daniel Kahneman,2001,male,male,male
Elizabeth Plater-Zyberk,2001,female,female,female
Andrés M. Duany,2001,unknown,male,male
Peter C. Doherty,2001,male,male,male
Richard Smalley,2002,male,male,male
Jim Lehrer,2002,male,male,male
Irwin Jacobs,2002,male,male,male
Eric Hobsbawm,2002,male,male,male
Joan Ganz Cooney,2002,female,unknown,female
Desmond Tutu,2003,male,male,male
Philip Roth,2003,male,male,male
Mamphela Aletta Ramphele,2003,unknown,unknown,female
Sadako Ogata,2003,unknown,unknown,female
Herbert J. Gans,2003,male,male,male
Stephen Breyer,2003,male,male,male
Judith Rodin,2004,female,female,female
Max Roach,2004,male,unknown,male
Jaroslav Pelikan,2004,male,male,male
Lee Friedlander,2004,mostly_male,unknown,male
Elizabeth Blackburn,2004,female,female,female
Bono,2004,male,male,male
Nancy Fugate Woods,2005,female,female,female
Judy Woodruff,2005,female,female,female
Ralph Roberts,2005,male,male,male
Saul Kripke,2005,male,male,male
Quincy Jones,2005,male,male,male
Kofi Annan,2005,male,male,male
Steve Wynn (stricken),2006,male,male,male
Judith Pollock Klinman,2006,female,female,female
Lawrence Klein,2006,male,male,male
Shirley Ann Jackson,2006,female,unknown,female
Henry Louis Gates Jr.,2006,male,male,male
Jodie Foster,2006,female,female,female
Ruth Bader Ginsburg,2007,female,female,female
Shirley Franklin,2007,female,unknown,female
Aretha Franklin,2007,female,female,female
Mildred Dresselhaus,2007,female,female,female
Caroline W. Bynum,2007,female,female,female
Aaron Temkin Beck,2007,male,male,male
James A. Baker Iii,2007,male,male,male
Neil deGrasse Tyson,2008,male,male,male
Cyril Ramaphosa,2008,male,male,male
Bert W. O'Malley,2008,male,male,male
Lila Gleitman,2008,female,female,female
Drew Gilpin Faust,2008,male,unknown,female
Paquito D'Rivera,2008,unknown,unknown,male
Michael Bloomberg,2008,male,male,male
Muhammad Yunus,2009,male,male,male
Susan Solomon,2009,female,female,female
Eric E. Schmidt,2009,male,male,male
Jennifer Yvonne Mokgoro,2009,female,female,female
George H. Crumb,2009,male,unknown,male
Yvon Chouinard,2009,male,unknown,male
James S. Riepe,2010,male,male,male
Peter C. Nowell,2010,male,male,male
Greg Mortenson,2010,male,male,male
Risa J. Lavizzo-Mourey,2010,female,female,female
Jon M. Huntsman Jr.,2010,male,male,male
Paul Farmer,2010,male,male,male
Sandra Faber,2010,female,female,female
Denzel Washington,2011,male,male,male
Joyce Carol Oates,2011,female,unknown,female
Ei-ichi Negishi,2011,unknown,unknown,male
Sheryl Wudunn,2011,female,female,female
Nicholas Kristof,2011,male,male,male
Mo Ibrahim,2011,mostly_male,unknown,male
Renée C. Fox,2011,unknown,female,female
Anna Deavere Smith,2012,female,female,female
David H. Petraeus,2012,male,male,male
John R. Lewis,2012,male,male,male
Peter D. Lax,2012,male,male,male
Akira Endo,2012,mostly_male,unknown,male
Geoffrey Canada,2012,male,male,male
Ruzena Bajcsy,2012,unknown,unknown,female
James Edward West,2013,male,male,male
Lonnie G. Thompson,2013,mostly_male,unknown,male
Ellen Mosley-Thompson,2013,female,unknown,female
Samuel H. Preston,2013,male,male,male
Ngozi Okonjo-Iweala,2013,unknown,male,female
Ursula Burns,2013,female,female,female
Joseph R. Biden Jr.,2013,male,male,male
Kwame Anthony Appiah,2013,unknown,male,male
George A. Weiss,2014,male,unknown,male
Olympia Snowe,2014,female,female,female
Raymond G. Perelman,2014,male,male,male
John Legend,2014,male,male,male
Edna Adan Ismail,2014,female,female,female
Johnnetta Betsch Cole,2014,unknown,unknown,female
Eugenio Calabi,2014,male,male,male
Cass R. Sunstein,2015,mostly_male,unknown,male
Samantha Power,2015,female,female,female
Ellen Ochoa,2015,female,unknown,female
Rita Moreno,2015,female,female,female
Joan Myers Brown,2015,female,unknown,female
Lee C. Bollinger,2015,mostly_male,unknown,male
Arthur K. Asbury,2015,male,male,male
Lin-Manuel Miranda,2016,unknown,unknown,male
Eric R. Kandel,2016,male,male,male
Asma Jahangir,2016,female,female,female
Sylvester James Gates Jr.,2016,male,male,male
Renée Fleming,2016,unknown,female,female
David Brooks,2016,male,male,male
Elizabeth E. Bailey,2016,female,female,female
Hawa Abdi,2016,female,female,female
Paul Muldoon,2017,male,male,male
Robert Parris Moses,2017,male,male,male
Ada Sue Hinshaw,2017,female,female,female
Terry Gross,2017,mostly_male,unknown,female
Clara Franzini-Armstrong,2017,female,female,female
Cory A. Booker,2017,mostly_male,unknown,male
Isabel Allende,2017,female,female,female
